,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,snap_id,maven_id,maven_url,dnf_id,yay_id,new_addition
42,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-08-19 08:43:58.000000,2024-08-16 19:01:50,1192.0,84.0,3448.0,482.0,1111.0,204.0,2230.0,30056.0,A library for efficient similarity search and clustering of dense vectors.,185.0,41,True,2024-03-01 01:04:25,1.8.0,16.0,pymilvus,conda-forge/faiss,,,,714031.0,3906.0,3906.0,https://pypi.org/project/pymilvus,714031.0,https://anaconda.org/conda-forge/faiss,,,1.0,,,,,,,,,,,,,,,,,,,,
43,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-08-17 13:40:11.000000,2024-07-12 08:40:40,1520.0,112.0,2357.0,137.0,519.0,1114.0,981.0,14673.0,Multilingual Sentence & Image Embeddings with BERT.,173.0,41,True,2024-06-07 13:01:30,3.0.1,42.0,sentence-transformers,conda-forge/sentence-transformers,,['pytorch'],,4760188.0,43558.0,43558.0,https://pypi.org/project/sentence-transformers,4752819.0,https://anaconda.org/conda-forge/sentence-transformers,2024-06-07 15:19:38.412,346378.0,1.0,,,,,,,,,,,,,,,,,,,,
44,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-08-19 12:25:47.000000,2024-08-17 03:55:57,9314.0,50.0,1160.0,141.0,5490.0,225.0,4449.0,13521.0,ML Experiments and Data Management with Git.,301.0,41,True,2024-08-19 12:25:47,3.54.0,316.0,dvc,conda-forge/dvc,,,999.0,547838.0,17154.0,17154.0,https://pypi.org/project/dvc,505265.0,https://anaconda.org/conda-forge/dvc,2024-08-12 23:11:31.930,2125109.0,1.0,,,,,,,,,,,dvc,dvc,dvc,,,,,,,
45,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2024-08-19 02:02:07.000000,2024-08-18 16:58:09,16564.0,4623.0,1308.0,62.0,2249.0,461.0,2429.0,11471.0,"LLM Proxy to call 100+ LLM APIs using the OpenAI format - Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic,..",311.0,41,False,2024-08-18 18:39:02,1.43.18-stable,100.0,litellm,,,others,243.0,1364381.0,2942.0,2942.0,https://pypi.org/project/litellm,1364138.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-08-17 08:29:19.000000,2024-08-16 04:20:52,18146.0,474.0,983.0,115.0,3618.0,73.0,1585.0,10355.0,A hyperparameter optimization framework.,270.0,41,True,2024-04-01 06:02:58,3.6.1,65.0,optuna,conda-forge/optuna,,,,2789427.0,16801.0,16801.0,https://pypi.org/project/optuna,2760452.0,https://anaconda.org/conda-forge/optuna,2024-06-06 13:15:20.626,1448762.0,1.0,,,,,,,,,,,,,,,,,,,,
47,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-08-16 22:39:19.000000,2024-08-16 22:39:19,3812.0,129.0,1097.0,137.0,3160.0,269.0,1203.0,2082.0,A library for training and deploying machine learning models on Amazon SageMaker.,454.0,41,True,2024-08-15 16:46:13,2.229.0,195.0,sagemaker,conda-forge/sagemaker-python-sdk,,"['mxnet', 'tensorflow']",,34707372.0,4260.0,4260.0,https://pypi.org/project/sagemaker,34686811.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-07-31 06:30:51.886,986972.0,1.0,,,,,,,,,,,,,,,,,,,,
48,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-08-19 09:51:11.000000,2024-08-19 09:21:44,6265.0,96.0,7518.0,436.0,3039.0,117.0,9102.0,41874.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",203.0,40,True,2024-07-17 10:48:47,2.8.1,14.0,paddleocr,,,['paddle'],124151.0,247989.0,3082.0,3082.0,https://pypi.org/project/paddleocr,245348.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
49,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-07-30 22:42:21.000000,2024-07-30 22:42:18,2782.0,17.0,7358.0,609.0,2229.0,201.0,1592.0,26014.0,The fastai deep learning library.,252.0,40,True,2024-07-30 22:26:23,2.7.16,53.0,fastai,,,['pytorch'],,312755.0,18307.0,18307.0,https://pypi.org/project/fastai,312755.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
50,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-08-19 12:51:52.000000,2024-08-19 10:05:32,7599.0,79.0,3515.0,252.0,3093.0,853.0,2645.0,20805.0,Graph Neural Network Library for PyTorch.,513.0,40,True,2024-04-19 11:37:44,2.5.3,40.0,torch-geometric,conda-forge/pytorch_geometric,,['pytorch'],,442161.0,6285.0,6285.0,https://pypi.org/project/torch-geometric,440737.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-08-16 19:08:43.757,69812.0,1.0,,,,,,,,,,,,,,,,,,,,
51,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-08-10 11:58:55.000000,2024-08-10 11:58:54,4534.0,16.0,4187.0,432.0,1707.0,382.0,1465.0,15526.0,Topic Modelling for Humans.,458.0,40,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,4720.0,4181835.0,63222.0,63222.0,https://pypi.org/project/gensim,4149092.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1340699.0,1.0,,,,,,piskvorky/gensim,,,,,,,,,,,,,,
52,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-08-10 02:15:03.540000,2024-08-09 19:25:41,8274.0,11.0,2910.0,478.0,708.0,49.0,2163.0,13305.0,A toolkit for making real world machine learning and data analysis applications in C++.,196.0,40,False,2024-08-09 19:26:11,19.24.6,30.0,dlib,conda-forge/dlib,,,25478.0,410580.0,29392.0,29392.0,https://pypi.org/project/dlib,394010.0,https://anaconda.org/conda-forge/dlib,2024-08-10 02:15:03.540,816957.0,2.0,,,,,,,,,,,,,,,,,,,,
53,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-08-19 11:06:13.000000,2024-08-19 09:10:57,1257.0,31.0,2215.0,241.0,584.0,146.0,1170.0,12777.0,Download market data from Yahoo! Finances API.,116.0,40,True,2024-07-19 15:05:19,0.2.41,78.0,yfinance,ranaroussi/yfinance,,,,2281635.0,44232.0,44232.0,https://pypi.org/project/yfinance,2279098.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,93877.0,1.0,,,,,,,,,,,,,,,,,,,,
54,triton,openai/triton,model-serialisation,,https://github.com/triton-lang/triton,https://github.com/triton-lang/triton,MIT,2014-08-30 17:07:16.000,2024-08-19 13:13:41.000000,2024-08-17 19:28:52,2577.0,310.0,1400.0,183.0,3033.0,608.0,754.0,12274.0,Development repository for the Triton language and compiler.,314.0,40,True,,,,triton,,,,,12848271.0,34048.0,34048.0,https://pypi.org/project/triton,12848271.0,,,,1.0,,,,,,triton-lang/triton,,,,,,,,,,,,,,
55,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-08-19 12:39:48.000000,2024-08-12 05:35:33,1813.0,40.0,739.0,121.0,634.0,29.0,941.0,8818.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,93.0,40,True,2024-08-08 16:56:21,0.20.0,88.0,tokenizers,conda-forge/tokenizers,,,57.0,25973487.0,95691.0,95691.0,https://pypi.org/project/tokenizers,25934553.0,https://anaconda.org/conda-forge/tokenizers,2024-08-12 03:17:57.893,1907756.0,1.0,,,,,,,,,,,,,,,,,,,,
56,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-08-19 11:47:56.000000,2024-08-19 11:47:54,1524.0,90.0,885.0,96.0,1488.0,110.0,1417.0,7530.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",280.0,40,True,2024-08-08 12:57:41,0.33.0,50.0,accelerate,conda-forge/accelerate,,['pytorch'],,6565408.0,47084.0,47084.0,https://pypi.org/project/accelerate,6560028.0,https://anaconda.org/conda-forge/accelerate,2024-07-23 20:34:39.964,182941.0,1.0,,,,,,,,,,,,,,,,,,,,
57,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-08-17 14:56:14.000000,2024-08-16 10:08:23,2013.0,55.0,885.0,104.0,1673.0,360.0,1256.0,4406.0,Python tools for geographic data.,230.0,40,True,2024-07-02 12:26:55,1.0.1,39.0,geopandas,conda-forge/geopandas,,['pandas'],2659.0,6466881.0,39059.0,39059.0,https://pypi.org/project/geopandas,6389456.0,https://anaconda.org/conda-forge/geopandas,2024-07-02 15:18:57.572,3869931.0,1.0,,,,,,,,,,,,,,,,,,,,
58,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-08-19 08:11:43.000000,2024-08-19 08:05:56,5865.0,104.0,696.0,55.0,5117.0,1255.0,2360.0,1561.0,A distributed task scheduler for Dask.,328.0,40,True,2024-08-16 22:14:09,2024.8.1,202.0,distributed,conda-forge/distributed,,,,5834487.0,35899.0,35899.0,https://pypi.org/project/distributed,5549049.0,https://anaconda.org/conda-forge/distributed,2024-08-16 23:39:04.889,14557388.0,1.0,,,,,,,,,,,,,,,,,,,,
59,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-08-09 13:30:17.000000,2024-07-23 23:04:18,8560.0,20.0,2198.0,211.0,4187.0,7.0,1935.0,20791.0,Build multimodal AI applications with cloud-native stack.,177.0,39,True,2024-07-23 14:54:11,3.27.2,100.0,jina,conda-forge/jina-core,,,,71572.0,1755.0,1755.0,https://pypi.org/project/jina,38060.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,71660.0,2.0,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2024-07-23 15:02:41.889107,8.0,1699115.0,,,,,,,,,,,,,,,
60,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-08-14 14:44:40.000000,2024-03-21 15:05:22,32610.0,,4460.0,350.0,6369.0,2.0,6642.0,18503.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",596.0,39,True,2024-04-18 15:06:29,3.6.20,100.0,rasa,,,['tensorflow'],,122452.0,4381.0,4381.0,https://pypi.org/project/rasa,122452.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
61,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-08-18 22:52:45.000000,2024-08-18 22:52:43,970.0,86.0,1601.0,128.0,876.0,342.0,633.0,13902.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,148.0,39,True,2024-08-16 00:22:58,1.4.14,32.0,albumentations,conda-forge/albumentations,,['pytorch'],,3715081.0,26142.0,26142.0,https://pypi.org/project/albumentations,3711293.0,https://anaconda.org/conda-forge/albumentations,2024-06-27 12:27:59.026,185640.0,1.0,,,,,,,,,,,,,,,,,,,,
62,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-08-19 10:31:37.000000,2024-08-18 23:21:54,4341.0,231.0,2920.0,172.0,4964.0,403.0,2340.0,13305.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",295.0,39,True,2024-06-28 00:16:49,2.3.0,38.0,dgl,,,,,118536.0,283.0,283.0,https://pypi.org/project/dgl,118536.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
63,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-08-19 13:11:13.000000,2024-08-17 16:37:06,10015.0,137.0,1909.0,224.0,4026.0,235.0,3051.0,8581.0,Bayesian Modeling and Probabilistic Programming in Python.,503.0,39,False,2024-07-11 13:49:51,5.16.2,89.0,pymc3,conda-forge/pymc3,,,1944.0,264685.0,3880.0,3880.0,https://pypi.org/project/pymc3,252884.0,https://anaconda.org/conda-forge/pymc3,2024-06-02 18:14:42.309,589292.0,1.0,,,,,,,,,,,,,,,,,,,,
64,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-08-19 12:54:24.000000,2024-08-19 12:54:20,48462.0,514.0,1160.0,191.0,394.0,525.0,1775.0,7962.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1264.0,39,True,2024-04-18 20:19:33,1.2.5,86.0,catboost,conda-forge/catboost,,,287042.0,2284737.0,14.0,14.0,https://pypi.org/project/catboost,2245119.0,https://anaconda.org/conda-forge/catboost,2024-04-18 20:39:24.300,1627218.0,2.0,,,,,,,,,,,,,,,,,,,,
65,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-08-19 12:35:18.000000,2024-08-19 07:00:18,4822.0,300.0,1282.0,103.0,4090.0,927.0,1551.0,7686.0,A unified framework for machine learning with time series.,385.0,39,True,2024-08-13 10:00:43,0.31.2,74.0,sktime,conda-forge/sktime-all-extras,,['sklearn'],94.0,710588.0,3106.0,3106.0,https://pypi.org/project/sktime,683728.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-08-17 08:46:26.959,993813.0,1.0,,,,,,sktime/sktime,,,,,,,,,,,,,,
66,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-08-05 16:24:57.000000,2024-06-29 16:33:06,1874.0,22.0,2193.0,163.0,865.0,83.0,1027.0,6814.0,Python Data. Leaflet.js Maps.,170.0,39,True,2024-06-16 15:21:45,0.17.0,28.0,folium,conda-forge/folium,,,,1413127.0,41453.0,41453.0,https://pypi.org/project/folium,1344320.0,https://anaconda.org/conda-forge/folium,2024-06-17 06:35:28.582,2958715.0,1.0,,,,,,,,,,,,,,,,,,,,
67,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-08-19 13:32:51.000000,2024-08-19 13:07:47,6419.0,113.0,1481.0,109.0,4376.0,419.0,735.0,4255.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",311.0,39,True,2024-06-05 08:15:47,4.9.6,34.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,['tensorflow'],,1689023.0,18885.0,18885.0,https://pypi.org/project/tensorflow-datasets,1688177.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,32998.0,1.0,,,,,,,,,,,,,,,,,,,,
68,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-08-19 10:56:27.000000,2024-08-06 08:01:00,2284.0,17.0,554.0,89.0,852.0,257.0,929.0,3803.0,Manipulation and analysis of geometric objects.,155.0,39,True,2024-07-13 10:51:52,2.0.5,30.0,shapely,conda-forge/shapely,,,3622.0,31247758.0,76701.0,76701.0,https://pypi.org/project/shapely,31039677.0,https://anaconda.org/conda-forge/shapely,2024-07-13 16:44:50.460,9982803.0,1.0,,,,,,,,,,,,,,,,,,,,
69,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-08-19 12:33:46.000000,2024-08-19 07:07:34,18083.0,105.0,1257.0,81.0,7960.0,465.0,4344.0,2655.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,377.0,39,True,2024-08-19 02:12:47,1.8.0,62.0,mne,conda-forge/mne,,,,199311.0,4242.0,4242.0,https://pypi.org/project/mne,191436.0,https://anaconda.org/conda-forge/mne,2024-08-19 02:39:24.602,401673.0,1.0,,,,,,,,,,,,,,,,,,,,
70,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-05-02 16:09:06.000000,2023-01-30 18:15:21,1757.0,,8094.0,1060.0,1452.0,96.0,1722.0,34385.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,38,False,2022-10-04 16:39:12,0.26.2,19.0,gym,conda-forge/gym,,,,709485.0,56063.0,56063.0,https://pypi.org/project/gym,703598.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,306162.0,1.0,,,,,,,,,,,,,,,,,,,,
71,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-08-19 13:22:56.000000,2024-08-19 13:22:56,20531.0,669.0,2747.0,276.0,21892.0,581.0,10871.0,29002.0,"A cloud-native vector database, storage for next generation AI applications.",286.0,38,True,2024-08-19 02:53:14,2.4.9,86.0,pymilvus,,,,253741.0,1827232.0,,,https://pypi.org/project/pymilvus,714031.0,,,,1.0,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2024-08-19 08:50:01.097633,56.0,65420814.0,,,,,,,,,,,,,,,
72,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6507.0,1069.0,11114.0,1804.0,7751.0,20750.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",981.0,38,False,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,['mxnet'],27387.0,490383.0,7449.0,7449.0,https://pypi.org/project/mxnet,489970.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,11015.0,2.0,,,,,,apache/mxnet,,,,,,,,,,,,,,
73,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-08-19 12:01:58.000000,2024-08-19 11:45:12,3921.0,70.0,6764.0,427.0,5359.0,795.0,2424.0,15880.0,"Datasets, Transforms and Models specific to Computer Vision.",605.0,38,True,2024-07-24 19:00:42,0.19.0,43.0,torchvision,conda-forge/torchvision,,['pytorch'],38407.0,13069093.0,21.0,21.0,https://pypi.org/project/torchvision,13032901.0,https://anaconda.org/conda-forge/torchvision,2024-06-11 08:20:37.554,1466018.0,1.0,,,,,,,,,,,,,,,,,,,,
74,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-07-10 02:16:05.000000,2024-06-20 12:51:40,1687.0,34.0,2809.0,378.0,467.0,3.0,1891.0,14715.0,Python Echarts Plotting Library.,44.0,38,True,2024-06-20 15:50:49,2.0.6,5.0,pyecharts,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],67.0,124186.0,4358.0,4358.0,https://pypi.org/project/pyecharts,124183.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
75,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-08-19 10:42:25.000000,2024-08-14 00:34:59,1477.0,33.0,1638.0,152.0,806.0,229.0,571.0,12330.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,130.0,38,True,2024-07-15 18:20:05,4.9.0,62.0,pandas-profiling,conda-forge/pandas-profiling,,"['jupyter', 'pandas']",146.0,513033.0,3847.0,3847.0,https://pypi.org/project/pandas-profiling,508300.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,454363.0,2.0,,,,,,ydataai/ydata-profiling,,,,,,,,,,,,,,
76,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-07-21 23:10:28.000000,2024-05-27 18:04:07,1101.0,6.0,1503.0,255.0,679.0,424.0,1058.0,12256.0,Video editing with Python.,161.0,38,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,1246289.0,43551.0,43551.0,https://pypi.org/project/moviepy,1243208.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,261958.0,1.0,,,,,,,,,,,,,,,,,,,,
77,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-08-13 17:16:42.000000,2024-08-01 03:34:44,5276.0,53.0,1728.0,133.0,1010.0,357.0,1947.0,8762.0,"An open-source, low-code machine learning library in Python.",140.0,38,True,2024-04-28 18:46:27,3.3.2,29.0,pycaret,conda-forge/pycaret,,,704.0,242071.0,6138.0,6138.0,https://pypi.org/project/pycaret,240986.0,https://anaconda.org/conda-forge/pycaret,2024-04-25 15:07:46.052,51410.0,2.0,,,,,,,,,,,,,,,,,,,,
78,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-08-14 12:10:00.000000,2024-08-09 15:01:00,9857.0,41.0,1318.0,130.0,1239.0,92.0,968.0,8427.0,A PyTorch-based Speech Toolkit.,237.0,38,True,2024-02-26 20:54:49,1.0.0,11.0,speechbrain,,,['pytorch'],,3752808.0,2155.0,2155.0,https://pypi.org/project/speechbrain,3752808.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
